label,left_x_0,left_y_0,left_z_0,left_x_1,left_y_1,left_z_1,left_x_2,left_y_2,left_z_2,left_x_3,left_y_3,left_z_3,left_x_4,left_y_4,left_z_4,left_x_5,left_y_5,left_z_5,left_x_6,left_y_6,left_z_6,left_x_7,left_y_7,left_z_7,left_x_8,left_y_8,left_z_8,left_x_9,left_y_9,left_z_9,left_x_10,left_y_10,left_z_10,left_x_11,left_y_11,left_z_11,left_x_12,left_y_12,left_z_12,left_x_13,left_y_13,left_z_13,left_x_14,left_y_14,left_z_14,left_x_15,left_y_15,left_z_15,left_x_16,left_y_16,left_z_16,left_x_17,left_y_17,left_z_17,left_x_18,left_y_18,left_z_18,left_x_19,left_y_19,left_z_19,left_x_20,left_y_20,left_z_20,right_x_0,right_y_0,right_z_0,right_x_1,right_y_1,right_z_1,right_x_2,right_y_2,right_z_2,right_x_3,right_y_3,right_z_3,right_x_4,right_y_4,right_z_4,right_x_5,right_y_5,right_z_5,right_x_6,right_y_6,right_z_6,right_x_7,right_y_7,right_z_7,right_x_8,right_y_8,right_z_8,right_x_9,right_y_9,right_z_9,right_x_10,right_y_10,right_z_10,right_x_11,right_y_11,right_z_11,right_x_12,right_y_12,right_z_12,right_x_13,right_y_13,right_z_13,right_x_14,right_y_14,right_z_14,right_x_15,right_y_15,right_z_15,right_x_16,right_y_16,right_z_16,right_x_17,right_y_17,right_z_17,right_x_18,right_y_18,right_z_18,right_x_19,right_y_19,right_z_19,right_x_20,right_y_20,right_z_20
space,0.09696626663208008,0.6397168040275574,3.1389254218083806e-07,0.13609078526496887,0.618481457233429,-0.02161991037428379,0.17108620703220367,0.5880372524261475,-0.034108154475688934,0.19824975728988647,0.5572009682655334,-0.04513116925954819,0.22126615047454834,0.5312119722366333,-0.056708212941884995,0.14025497436523438,0.5087138414382935,-0.022692933678627014,0.1517811268568039,0.45787763595581055,-0.03883218765258789,0.15671280026435852,0.42618998885154724,-0.05207642540335655,0.1613849401473999,0.39746108651161194,-0.06147802993655205,0.1087971180677414,0.49900177121162415,-0.023227784782648087,0.108376644551754,0.43906137347221375,-0.037658143788576126,0.10847930610179901,0.40114378929138184,-0.05006614699959755,0.10948123037815094,0.36819303035736084,-0.05918146297335625,0.0793810486793518,0.5051194429397583,-0.02615523897111416,0.07414142042398453,0.4497365653514862,-0.040352292358875275,0.07441149652004242,0.4128795862197876,-0.04983460530638695,0.07739205658435822,0.38144537806510925,-0.05618498846888542,0.052488990128040314,0.5222293734550476,-0.030981549993157387,0.04513195902109146,0.4770495891571045,-0.04338603839278221,0.046074509620666504,0.4461870789527893,-0.048722025007009506,0.050511278212070465,0.41826972365379333,-0.05185879394412041,0.7357484698295593,0.6910244226455688,3.541143485108478e-07,0.6961533427238464,0.6630140542984009,-0.020964503288269043,0.6642096042633057,0.6202362775802612,-0.03614908829331398,0.6425407528877258,0.581234872341156,-0.04903164505958557,0.6239033937454224,0.546901285648346,-0.06276818364858627,0.7059650421142578,0.5489416122436523,-0.03207620978355408,0.6981514096260071,0.49056944251060486,-0.05117662623524666,0.6936669945716858,0.45148614048957825,-0.06599489599466324,0.6923203468322754,0.4189755320549011,-0.07697498798370361,0.7424510717391968,0.5435572266578674,-0.03610283508896828,0.7488193511962891,0.4732528328895569,-0.05334889516234398,0.7537826895713806,0.4232400059700012,-0.06844497472047806,0.7602235078811646,0.3808698058128357,-0.07980978488922119,0.7735381722450256,0.5595316886901855,-0.041915103793144226,0.7879990339279175,0.4930483400821686,-0.06254880130290985,0.8000446557998657,0.4469600319862366,-0.0771372839808464,0.8106486797332764,0.40659618377685547,-0.08726314455270767,0.7990251183509827,0.5908191800117493,-0.04842214658856392,0.825070321559906,0.5509958863258362,-0.06903044134378433,0.8428599834442139,0.5219622254371643,-0.07738715410232544,0.8573065996170044,0.49529320001602173,-0.08245358616113663
space,0.10770629346370697,0.5979657173156738,4.574282570501964e-07,0.15340906381607056,0.5638249516487122,-0.012855839915573597,0.19170555472373962,0.5313224196434021,-0.018371406942605972,0.22352081537246704,0.5018303990364075,-0.024899780750274658,0.24672181904315948,0.4791834354400635,-0.03100685402750969,0.16810359060764313,0.4532318115234375,0.00852573849260807,0.18205827474594116,0.40489643812179565,0.0015682853991165757,0.18901625275611877,0.3730759620666504,-0.009283245541155338,0.1942637860774994,0.34409594535827637,-0.017352890223264694,0.14154286682605743,0.43980148434638977,0.007240502163767815,0.1484803855419159,0.3836824297904968,0.003176354570314288,0.1535278707742691,0.3478672504425049,-0.007172343321144581,0.15761516988277435,0.3170425295829773,-0.01509132795035839,0.11440688371658325,0.43906235694885254,0.0027784365229308605,0.11735010892152786,0.3865516781806946,-0.002895700978115201,0.11973998695611954,0.35119494795799255,-0.010986993089318275,0.12177097797393799,0.32216358184814453,-0.0165200624614954,0.08718501776456833,0.4503738284111023,-0.0034882971085608006,0.0848761796951294,0.40810784697532654,-0.008303687907755375,0.08498235046863556,0.3798608183860779,-0.009660263545811176,0.08647744357585907,0.3536396026611328,-0.009896169416606426,0.73067307472229,0.6317569017410278,3.7007407627243083e-07,0.6923596262931824,0.5735471844673157,-0.00937628373503685,0.664061963558197,0.5225470066070557,-0.014373969286680222,0.6443671584129333,0.4849199950695038,-0.02045658603310585,0.6282538771629333,0.4532267451286316,-0.026255059987306595,0.70143723487854,0.45373204350471497,0.006736156065016985,0.692275881767273,0.4030020833015442,-0.0013757882406935096,0.6873204112052917,0.3661693334579468,-0.012743942439556122,0.6850440502166748,0.33228638768196106,-0.021721800789237022,0.7310940027236938,0.4481585919857025,0.0024052285589277744,0.732973039150238,0.39081448316574097,-0.0028731622733175755,0.7344607710838318,0.34839966893196106,-0.013026954606175423,0.7370726466178894,0.3102903962135315,-0.02121078409254551,0.758378803730011,0.4566875994205475,-0.004925924353301525,0.7664243578910828,0.40264207124710083,-0.012168580666184425,0.7716830372810364,0.36096298694610596,-0.02067875862121582,0.7762975692749023,0.32356399297714233,-0.027065971866250038,0.783659040927887,0.4796905517578125,-0.013666637241840363,0.8035245537757874,0.43711474537849426,-0.019739806652069092,0.8139365911483765,0.40543681383132935,-0.02242533303797245,0.8226410150527954,0.37362462282180786,-0.024214601144194603
space,0.11857444792985916,0.5610898733139038,3.3435082968935603e-07,0.16036678850650787,0.542303740978241,-0.015153633430600166,0.19915863871574402,0.5133136510848999,-0.021395694464445114,0.23115849494934082,0.4872693419456482,-0.027764972299337387,0.2541440725326538,0.4692661464214325,-0.03409503772854805,0.1777237206697464,0.4362261891365051,-0.0019852817058563232,0.1935856193304062,0.39038246870040894,-0.010369516909122467,0.19981078803539276,0.36160168051719666,-0.019909696653485298,0.20424506068229675,0.335750013589859,-0.026992162689566612,0.15352587401866913,0.4240594208240509,-0.0025343254674226046,0.16391055285930634,0.3680112957954407,-0.008562721312046051,0.168634295463562,0.334953248500824,-0.016820630058646202,0.1721876710653305,0.30843886733055115,-0.023169470950961113,0.12826968729496002,0.42337003350257874,-0.005951591767370701,0.13172554969787598,0.36915239691734314,-0.012746671214699745,0.13500544428825378,0.3376941680908203,-0.018203889951109886,0.1394452601671219,0.31180524826049805,-0.022183863446116447,0.10052492469549179,0.43171051144599915,-0.011406389996409416,0.09666386246681213,0.39133572578430176,-0.017446059733629227,0.09580709040164948,0.365645170211792,-0.018877489492297173,0.09755462408065796,0.3418240547180176,-0.019539564847946167,0.7293617129325867,0.5784034132957458,2.617397285575862e-07,0.6860536336898804,0.5410056114196777,-0.0097383176907897,0.6554017066955566,0.4948595464229584,-0.013757480308413506,0.6383118033409119,0.45756322145462036,-0.01814986765384674,0.6244021058082581,0.4260663092136383,-0.02254595048725605,0.6911327242851257,0.4201223850250244,0.0030944866593927145,0.6813857555389404,0.37090960144996643,-0.0032662840094417334,0.6757038235664368,0.33941420912742615,-0.011748806573450565,0.6727983355522156,0.3109413683414459,-0.018899543210864067,0.7209054827690125,0.4129475951194763,-0.0009507043869234622,0.7212551236152649,0.351187139749527,-0.005221426021307707,0.7209510803222656,0.3126164674758911,-0.012750090099871159,0.7215412259101868,0.27989232540130615,-0.01927856355905533,0.7480152249336243,0.4206840693950653,-0.007872146554291248,0.7557900547981262,0.36185041069984436,-0.015065213665366173,0.7595439553260803,0.3250593841075897,-0.02255631424486637,0.762252151966095,0.29190677404403687,-0.028681501746177673,0.7740179896354675,0.4407596290111542,-0.0160420760512352,0.7909231781959534,0.3997900187969208,-0.02283967100083828,0.8005011677742004,0.3721991777420044,-0.02585887722671032,0.8079337477684021,0.34511762857437134,-0.0283674243837595
space,0.12515544891357422,0.549811065196991,2.85946413214333e-07,0.16766256093978882,0.53377765417099,-0.014550046995282173,0.2051651030778885,0.5059362649917603,-0.02004256099462509,0.23483099043369293,0.48027724027633667,-0.02532411925494671,0.25658905506134033,0.46269968152046204,-0.03040100261569023,0.1847955286502838,0.4324823021888733,-0.0030645537190139294,0.20021690428256989,0.38756227493286133,-0.01139314379543066,0.20726828277111053,0.35940051078796387,-0.02024001255631447,0.2128204107284546,0.334652304649353,-0.026791920885443687,0.16080446541309357,0.4201739430427551,-0.0033623368944972754,0.17124253511428833,0.36520183086395264,-0.010177521035075188,0.1771966814994812,0.3326161503791809,-0.018320729956030846,0.1818370521068573,0.3069024682044983,-0.024302639067173004,0.13615281879901886,0.41921335458755493,-0.006301411893218756,0.14044395089149475,0.3664854168891907,-0.014118379913270473,0.1445147842168808,0.33434218168258667,-0.02061276324093342,0.14923620223999023,0.30863359570503235,-0.024973556399345398,0.11010228097438812,0.42696213722229004,-0.011005778796970844,0.10686470568180084,0.38780325651168823,-0.018646955490112305,0.10600963234901428,0.3618822395801544,-0.02169332653284073,0.10709916055202484,0.3382740616798401,-0.023218436166644096,0.721264660358429,0.5534648895263672,1.9315149302201462e-07,0.6821590662002563,0.5238120555877686,-0.010049394331872463,0.6520336866378784,0.47968393564224243,-0.014447624795138836,0.6330119967460632,0.444214791059494,-0.018817637115716934,0.6169838309288025,0.41833680868148804,-0.02321077138185501,0.6838792562484741,0.41057759523391724,-0.0026483035180717707,0.6719427704811096,0.3616279661655426,-0.010527783073484898,0.6663384437561035,0.3325948417186737,-0.018781593069434166,0.6636442542076111,0.30611252784729004,-0.025497157126665115,0.7111627459526062,0.40318429470062256,-0.006205947604030371,0.7097296714782715,0.34142258763313293,-0.011517088860273361,0.7086765766143799,0.3053542375564575,-0.01861770823597908,0.7084900140762329,0.2741174101829529,-0.024920662865042686,0.7368147969245911,0.40922078490257263,-0.012181473895907402,0.7423005104064941,0.3521069288253784,-0.019932115450501442,0.7441956400871277,0.31578946113586426,-0.027255147695541382,0.7451603412628174,0.2833857536315918,-0.03331596776843071,0.7613369822502136,0.42664000391960144,-0.01935015432536602,0.7771750092506409,0.3865825831890106,-0.02699822187423706,0.7861306071281433,0.3585982620716095,-0.030887849628925323,0.79225093126297,0.33118703961372375,-0.0341181643307209
space,0.13364920020103455,0.5381547808647156,2.4768317530288186e-07,0.17367927730083466,0.5229542255401611,-0.013267903588712215,0.21000473201274872,0.49809128046035767,-0.018593214452266693,0.2370937019586563,0.47247588634490967,-0.023706503212451935,0.2563968598842621,0.45344865322113037,-0.02875310182571411,0.19211958348751068,0.4280718266963959,-0.0036541700828820467,0.2074621170759201,0.38500428199768066,-0.01197868399322033,0.21403153240680695,0.3581099510192871,-0.020660581067204475,0.21910437941551208,0.3345186710357666,-0.02687404677271843,0.17032945156097412,0.41607949137687683,-0.004284239839762449,0.18179616332054138,0.3640684485435486,-0.010610160417854786,0.18771740794181824,0.3333975076675415,-0.018297318369150162,0.19233183562755585,0.3087310194969177,-0.024028833955526352,0.14768385887145996,0.4146687090396881,-0.007236454635858536,0.15372739732265472,0.3647802770137787,-0.014232221059501171,0.15885815024375916,0.33519095182418823,-0.01981041021645069,0.1644570678472519,0.31221479177474976,-0.02371952496469021,0.12294018268585205,0.4215998649597168,-0.011784813366830349,0.11928406357765198,0.3841831684112549,-0.018517695367336273,0.1199721172451973,0.3610113263130188,-0.020625419914722443,0.1228204220533371,0.34050166606903076,-0.021551115438342094,0.7111225724220276,0.5359674096107483,1.5817605003576318e-07,0.673322319984436,0.5114407539367676,-0.01057655643671751,0.6440193057060242,0.47211021184921265,-0.015055982396006584,0.6261991262435913,0.43902185559272766,-0.019595526158809662,0.6115527153015137,0.41304609179496765,-0.02395116537809372,0.6703631281852722,0.4035295248031616,-0.0009421302238479257,0.6564563512802124,0.36056268215179443,-0.009429281577467918,0.6491477489471436,0.33467358350753784,-0.018511686474084854,0.6443668007850647,0.3110188841819763,-0.025628888979554176,0.694879949092865,0.39473938941955566,-0.004084894433617592,0.6910552978515625,0.3395141363143921,-0.00994832068681717,0.6890699863433838,0.3062257766723633,-0.017436333000659943,0.6879183650016785,0.27659398317337036,-0.023802654817700386,0.7185924649238586,0.3992381691932678,-0.009922859258949757,0.7210365533828735,0.34675371646881104,-0.018091466277837753,0.7215213179588318,0.31297141313552856,-0.02535075694322586,0.7209566235542297,0.28143540024757385,-0.03104786016047001,0.7417139410972595,0.4145575761795044,-0.017079433426260948,0.7535065412521362,0.3767339289188385,-0.02468421682715416,0.7593716979026794,0.35046660900115967,-0.028567718341946602,0.7628603577613831,0.3241686522960663,-0.03170929476618767
space,0.1372830718755722,0.5325360894203186,2.444780307087058e-07,0.17725534737110138,0.5200299620628357,-0.012904420495033264,0.21247482299804688,0.494968980550766,-0.016968106850981712,0.23931749165058136,0.4693303406238556,-0.020807018503546715,0.258439838886261,0.45094215869903564,-0.024243786931037903,0.1959347426891327,0.4268425405025482,-0.0001576471549924463,0.21140629053115845,0.3854078948497772,-0.006860684137791395,0.21866855025291443,0.35927432775497437,-0.014393717981874943,0.22460247576236725,0.3372015357017517,-0.019829418510198593,0.17517346143722534,0.4145940840244293,-1.1647080100374296e-05,0.18664483726024628,0.36470329761505127,-0.004873635247349739,0.1930699199438095,0.3349747657775879,-0.011567276902496815,0.1985049694776535,0.311786413192749,-0.016484815627336502,0.15364854037761688,0.4121253490447998,-0.0023916081991046667,0.15948544442653656,0.36410924792289734,-0.008272944018244743,0.16444452106952667,0.33548805117607117,-0.01319827325642109,0.17001721262931824,0.31382954120635986,-0.01654973439872265,0.13011284172534943,0.41748350858688354,-0.00644529378041625,0.1276559829711914,0.3814573585987091,-0.01217080932110548,0.12863858044147491,0.3586142361164093,-0.014002644456923008,0.13166017830371857,0.33892592787742615,-0.014744462445378304,0.7056390047073364,0.5267404317855835,1.6316428741447453e-07,0.669204592704773,0.5065400004386902,-0.010752767324447632,0.6408672332763672,0.4699065387248993,-0.015440319664776325,0.6243464350700378,0.4375881850719452,-0.019819051027297974,0.6093957424163818,0.4127013683319092,-0.024115698412060738,0.6650018692016602,0.40411555767059326,-0.003948783036321402,0.6518489718437195,0.36143431067466736,-0.012257805094122887,0.6460117697715759,0.33571857213974,-0.02054727077484131,0.643161416053772,0.311644971370697,-0.027154332026839256,0.6892058849334717,0.3944900631904602,-0.006882897112518549,0.6844805479049683,0.3400314152240753,-0.012777755036950111,0.6824048757553101,0.3078218102455139,-0.019842039793729782,0.681470513343811,0.27955716848373413,-0.025847183540463448,0.7125822901725769,0.3975152373313904,-0.012156841345131397,0.7135660648345947,0.34649357199668884,-0.020202970132231712,0.7132974863052368,0.3137318789958954,-0.02704830840229988,0.7123465538024902,0.28391632437705994,-0.03257375583052635,0.7354907989501953,0.4110981822013855,-0.018627798184752464,0.7459996342658997,0.37458717823028564,-0.026271551847457886,0.7517198324203491,0.3491553068161011,-0.02985261008143425,0.7553569674491882,0.32426226139068604,-0.032772526144981384
space,0.14136648178100586,0.5296839475631714,2.3201414478535298e-07,0.18045975267887115,0.5171809196472168,-0.01202335488051176,0.21477167308330536,0.49198246002197266,-0.01562981680035591,0.24122390151023865,0.4677286446094513,-0.01918771304190159,0.260458767414093,0.45014727115631104,-0.022465882822871208,0.19947335124015808,0.4270998239517212,0.00023459979274775833,0.21522516012191772,0.3866865634918213,-0.006371592171490192,0.22263485193252563,0.3610052466392517,-0.013848514296114445,0.2285299152135849,0.33880671858787537,-0.019377615302801132,0.17985813319683075,0.41503679752349854,-9.860279533313587e-05,0.19209900498390198,0.3667456805706024,-0.005106716882437468,0.19886818528175354,0.3374236822128296,-0.012089947238564491,0.20421749353408813,0.31416645646095276,-0.017323214560747147,0.15887831151485443,0.4121829867362976,-0.0028695925138890743,0.16600164771080017,0.3656791150569916,-0.009074266068637371,0.17148157954216003,0.3371426463127136,-0.014645657502114773,0.17689760029315948,0.31487542390823364,-0.018514130264520645,0.13579416275024414,0.416610985994339,-0.0071750120259821415,0.13502387702465057,0.38172006607055664,-0.013436482287943363,0.13592249155044556,0.35905516147613525,-0.015884755179286003,0.13796605169773102,0.33906853199005127,-0.017134254798293114,0.7031694054603577,0.5222968459129333,1.5148273746490304e-07,0.6681197285652161,0.5042216181755066,-0.010403337888419628,0.6403549313545227,0.46837276220321655,-0.014609012752771378,0.6244803667068481,0.4363389015197754,-0.018461517989635468,0.6103004217147827,0.41211044788360596,-0.022215282544493675,0.6640846729278564,0.40312957763671875,-0.0036112249363213778,0.651405930519104,0.3619389533996582,-0.011556904762983322,0.6451730728149414,0.3368914723396301,-0.01973719708621502,0.6416662335395813,0.31368324160575867,-0.026316849514842033,0.6877639293670654,0.3937531113624573,-0.006508425809442997,0.6832699179649353,0.34136515855789185,-0.01196857076138258,0.6806782484054565,0.3093772232532501,-0.018948040902614594,0.6786558628082275,0.28134316205978394,-0.02486998587846756,0.7106710076332092,0.3970504403114319,-0.011646873317658901,0.7117253541946411,0.3476232886314392,-0.019227096810936928,0.7114242911338806,0.31569549441337585,-0.025651857256889343,0.7100699543952942,0.2863696813583374,-0.03088758885860443,0.7328395247459412,0.41095051169395447,-0.01794377714395523,0.7427068948745728,0.3760146498680115,-0.025265099480748177,0.7476224899291992,0.35154417157173157,-0.028380177915096283,0.750457763671875,0.3274462819099426,-0.030920546501874924
space,0.14239640533924103,0.5284131169319153,2.3760712508646975e-07,0.18220271170139313,0.5171077847480774,-0.012957592494785786,0.21611164510250092,0.4919244050979614,-0.016635654494166374,0.24166083335876465,0.4673820436000824,-0.01992160826921463,0.25999361276626587,0.44930848479270935,-0.022776847705245018,0.19997909665107727,0.42697450518608093,-0.0013638032833114266,0.21537932753562927,0.38624295592308044,-0.007442178670316935,0.22292283177375793,0.3609769940376282,-0.014313864521682262,0.22907483577728271,0.3393108546733856,-0.019491523504257202,0.1801302582025528,0.4146946370601654,-0.0010696392273530364,0.19211634993553162,0.36629921197891235,-0.005352635867893696,0.19854772090911865,0.33708906173706055,-0.011647484265267849,0.20380140841007233,0.3143170177936554,-0.01650950498878956,0.15916192531585693,0.41210728883743286,-0.003209336893633008,0.16640698909759521,0.36543160676956177,-0.00913539994508028,0.1711708903312683,0.33719927072525024,-0.014540374279022217,0.17588335275650024,0.3153350353240967,-0.01832365244626999,0.13608390092849731,0.41717004776000977,-0.006914934609085321,0.13583511114120483,0.3823171854019165,-0.013372859917581081,0.13636888563632965,0.3594743609428406,-0.016077691689133644,0.137843519449234,0.33950275182724,-0.0174833033233881,0.7041341662406921,0.5223528742790222,1.55439153104453e-07,0.6685627698898315,0.5041319131851196,-0.010319583117961884,0.6406375169754028,0.4681527316570282,-0.014439430087804794,0.6242232918739319,0.43626314401626587,-0.018202248960733414,0.6098624467849731,0.4119791090488434,-0.021725904196500778,0.6644023656845093,0.4030790627002716,-0.00270011555403471,0.6517316699028015,0.3619808554649353,-0.010364960879087448,0.6453375220298767,0.3368793725967407,-0.01847732812166214,0.6414490342140198,0.3138790428638458,-0.02505325712263584,0.6882217526435852,0.3935827314853668,-0.0055244662798941135,0.683753490447998,0.341779887676239,-0.010693816468119621,0.6808144450187683,0.3096431791782379,-0.017580823972821236,0.6782701015472412,0.2817835211753845,-0.023404037579894066,0.7113597393035889,0.39681097865104675,-0.010640379972755909,0.7124439477920532,0.3479241728782654,-0.01792716607451439,0.7116856575012207,0.31587162613868713,-0.024198004975914955,0.7098581194877625,0.2866732180118561,-0.029296042397618294,0.7336360216140747,0.4107196033000946,-0.01691725105047226,0.7434783577919006,0.3758823573589325,-0.023988451808691025,0.7480053901672363,0.35146716237068176,-0.026935363188385963,0.7503833174705505,0.3274824917316437,-0.029299436137080193
space,0.15208664536476135,0.5211321115493774,2.1175763720293617e-07,0.18856872618198395,0.5115536451339722,-0.011438422836363316,0.22155414521694183,0.48880115151405334,-0.014961675740778446,0.2468993067741394,0.4658845067024231,-0.0183260440826416,0.264615923166275,0.448513388633728,-0.021469444036483765,0.21049998700618744,0.42739155888557434,-0.0007333761896006763,0.22715160250663757,0.390197217464447,-0.007397238165140152,0.23451747000217438,0.36577707529067993,-0.01460274402052164,0.24015271663665771,0.3444298505783081,-0.019852178171277046,0.19260339438915253,0.4144435226917267,-0.001235651783645153,0.20504187047481537,0.36790236830711365,-0.006086638662964106,0.21161192655563354,0.3399755358695984,-0.01241332944482565,0.21702371537685394,0.3167499005794525,-0.017178693786263466,0.17315825819969177,0.4106978476047516,-0.004016373306512833,0.1812605857849121,0.36566516757011414,-0.009784339927136898,0.1865158975124359,0.33932292461395264,-0.014268896542489529,0.1917559802532196,0.3182436525821686,-0.017427338287234306,0.1516009420156479,0.4139878451824188,-0.008310462348163128,0.15188339352607727,0.38087648153305054,-0.01376501563936472,0.15391594171524048,0.3596545457839966,-0.015379607677459717,0.15718123316764832,0.3401903808116913,-0.016162535175681114,0.7009409070014954,0.5226773619651794,1.045477731054234e-07,0.6676075458526611,0.5029714107513428,-0.008084702305495739,0.6419305205345154,0.46918416023254395,-0.011543085798621178,0.626936137676239,0.4404112994670868,-0.015199223533272743,0.6136470437049866,0.41768673062324524,-0.018911929801106453,0.6633003950119019,0.4099480211734772,-0.0011582602746784687,0.6512796878814697,0.3721503019332886,-0.008443355560302734,0.6454828977584839,0.348903626203537,-0.016128527000546455,0.6421323418617249,0.3283350467681885,-0.02226141281425953,0.6857675313949585,0.4007875919342041,-0.004854667466133833,0.6812322735786438,0.35276007652282715,-0.010098733007907867,0.6785726547241211,0.3238708972930908,-0.017262041568756104,0.676771342754364,0.29876700043678284,-0.023309973999857903,0.7074337005615234,0.40315526723861694,-0.010527330450713634,0.7084200978279114,0.3579580783843994,-0.017602795735001564,0.7079429626464844,0.3288211226463318,-0.02378494292497635,0.7066079378128052,0.3024083971977234,-0.028865721076726913,0.7282845377922058,0.4153280556201935,-0.01714007928967476,0.7367249727249146,0.3818323612213135,-0.023389151319861412,0.7412572503089905,0.35946911573410034,-0.025685075670480728,0.7440203428268433,0.33790600299835205,-0.02771272137761116
space,0.15744732320308685,0.5206298828125,2.0891096141895105e-07,0.1923009604215622,0.5108479261398315,-0.011831569485366344,0.22451747953891754,0.488614946603775,-0.015986548736691475,0.2492363303899765,0.4666100740432739,-0.019831819459795952,0.267605721950531,0.4502735435962677,-0.023439258337020874,0.21421311795711517,0.42724883556365967,-0.003309831488877535,0.23052385449409485,0.39071890711784363,-0.010488085448741913,0.2376878410577774,0.3671867847442627,-0.01772647723555565,0.24337917566299438,0.3466264009475708,-0.023025473579764366,0.19636811316013336,0.41435739398002625,-0.0038032992742955685,0.20986711978912354,0.36993154883384705,-0.009519788436591625,0.21732079982757568,0.34254011511802673,-0.016175860539078712,0.22322633862495422,0.3201116621494293,-0.021115439012646675,0.17685887217521667,0.4106447100639343,-0.006417389027774334,0.18509873747825623,0.3671416640281677,-0.013059336692094803,0.19153808057308197,0.34112703800201416,-0.018234439194202423,0.19788527488708496,0.32041510939598083,-0.02182893268764019,0.15517421066761017,0.4141171872615814,-0.010416798293590546,0.1559458076953888,0.38140276074409485,-0.01694164238870144,0.15818063914775848,0.3605995178222656,-0.019339708611369133,0.16163477301597595,0.34188199043273926,-0.02057741954922676,0.7017237544059753,0.5231741666793823,1.2681380212598015e-07,0.6684511303901672,0.5061656832695007,-0.008584147319197655,0.642667829990387,0.47226738929748535,-0.012205338105559349,0.6276463866233826,0.44340211153030396,-0.015751492232084274,0.6136671900749207,0.42209336161613464,-0.01924973353743553,0.6619611978530884,0.4139510989189148,-0.002047589747235179,0.64974445104599,0.3762337565422058,-0.009211262688040733,0.6446610689163208,0.3536224663257599,-0.016607198864221573,0.6419743299484253,0.33324694633483887,-0.022512800991535187,0.6837889552116394,0.4045150578022003,-0.005269988439977169,0.6786122918128967,0.3570374846458435,-0.010427662171423435,0.6760585904121399,0.3285263478755951,-0.017324166372418404,0.674419105052948,0.30342522263526917,-0.02305241860449314,0.7054159641265869,0.4067140519618988,-0.010430057533085346,0.7052510380744934,0.36147376894950867,-0.01752939261496067,0.7048404812812805,0.3326859176158905,-0.023791315034031868,0.703900158405304,0.3064044117927551,-0.028800800442695618,0.7265296578407288,0.4186670184135437,-0.016501929610967636,0.7342782020568848,0.38536539673805237,-0.02310953661799431,0.7387101650238037,0.3631065785884857,-0.025755995884537697,0.7416597604751587,0.34152525663375854,-0.027893876656889915
